Location,Tournament,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,AvgW,AvgL,target
15,26,0,1,2,1,2,766,464,33.0,175.0,1302.0,299.0,1.56,2.4,0
58,93,0,0,2,0,1,235,213,45.0,163.0,910.0,361.0,1.5,2.57,0
84,112,0,0,2,0,1,691,472,185.0,33.0,277.0,1195.0,3.93,1.25,0
23,131,3,1,2,1,2,733,132,5.0,38.0,5575.0,1101.0,1.23,4.07,1
68,47,2,1,0,0,4,410,62,34.0,188.0,1153.0,290.0,1.3,3.5,1
27,37,0,1,2,1,1,222,95,4.0,69.0,5100.0,830.0,1.1,6.86,1
2,7,0,1,2,6,1,25,534,29.0,12.0,1680.0,3145.0,2.2,1.66,1
73,102,1,1,0,1,2,5,496,53.0,5.0,834.0,4880.0,5.16,1.15,0
57,83,3,1,0,1,1,164,651,62.0,26.0,911.0,1563.0,2.24,1.64,1
66,3,1,1,1,2,2,552,324,44.0,38.0,955.0,1155.0,2.42,1.54,0
60,69,0,0,2,0,2,587,448,93.0,71.0,645.0,728.0,1.36,3.06,1
28,97,0,1,2,0,1,222,651,33.0,35.0,1695.0,1648.0,1.66,2.21,1
90,66,1,1,2,4,1,177,306,20.0,18.0,2315.0,2370.0,1.6,2.3,0
56,113,3,1,2,4,1,629,679,23.0,34.0,1550.0,1200.0,1.56,2.45,1
64,57,0,1,1,0,1,367,324,104.0,83.0,768.0,884.0,1.67,2.18,1
68,47,2,1,0,0,3,160,510,166.0,350.0,360.0,143.0,1.52,2.56,0
53,17,2,1,2,1,4,170,208,35.0,3.0,1160.0,8165.0,9.13,1.06,0
9,92,1,1,0,1,1,223,696,36.0,8.0,1205.0,3240.0,3.38,1.32,0
1,5,1,1,2,4,1,494,163,120.0,16.0,630.0,2620.0,3.69,1.28,1
31,82,0,1,0,0,1,147,171,27.0,214.0,1439.0,237.0,1.77,2.04,0
76,105,0,1,2,1,1,248,198,58.0,89.0,791.0,593.0,1.28,3.64,1
36,58,1,1,1,1,1,526,47,51.0,25.0,1000.0,1628.0,1.88,1.91,1
18,14,0,1,0,0,1,595,15,45.0,58.0,1079.0,887.0,1.69,2.15,1
97,133,0,1,2,0,2,652,623,67.0,50.0,816.0,996.0,1.68,2.19,0
52,90,0,0,2,0,2,662,114,62.0,77.0,786.0,670.0,1.82,1.95,1
41,21,3,1,2,1,1,629,552,13.0,68.0,3265.0,1000.0,1.29,3.59,1
18,14,0,1,0,7,1,513,4,12.0,2.0,2715.0,6730.0,4.96,1.17,0
51,55,0,1,0,1,1,651,497,61.0,95.0,875.0,633.0,1.54,2.44,1
18,14,0,1,0,4,1,432,494,41.0,16.0,1295.0,2650.0,3.43,1.3,1
18,14,0,1,0,6,1,653,618,145.0,14.0,373.0,2325.0,2.48,1.53,1
13,24,0,1,0,0,1,131,685,96.0,1512.0,808.0,2.0,1.12,6.36,1
18,14,0,1,0,0,1,348,682,71.0,386.0,966.0,111.0,1.64,2.24,1
48,85,3,1,0,2,2,49,510,16.0,5.0,1985.0,5280.0,3.87,1.25,0
46,6,0,1,2,0,2,222,370,127.0,102.0,434.0,530.0,1.84,1.95,1
45,132,2,1,1,0,3,419,405,77.0,129.0,918.0,623.0,1.51,2.58,1
68,47,2,1,0,1,3,592,142,12.0,70.0,2614.0,829.0,1.2,4.68,1
92,75,4,0,2,5,1,592,595,8.0,7.0,3760.0,3855.0,1.55,2.43,0
29,38,1,1,2,0,2,719,623,35.0,73.0,1070.0,700.0,1.4,2.96,1
95,42,1,0,2,1,1,370,592,71.0,76.0,750.0,715.0,2.0,1.83,1
4,11,0,0,2,0,1,12,311,564.0,571.0,52.0,51.0,1.22,4.24,1
27,37,0,1,2,4,1,376,524,82.0,54.0,702.0,947.0,2.26,1.63,0
40,126,0,1,0,1,2,313,380,9.0,143.0,3125.0,396.0,1.16,5.34,1
68,47,2,1,0,0,3,642,577,1.0,75.0,10380.0,801.0,1.01,24.75,1
37,52,1,1,0,0,1,96,568,56.0,44.0,965.0,1130.0,2.39,1.57,1
57,83,3,1,0,1,1,472,592,44.0,9.0,1255.0,3440.0,2.59,1.51,0
87,78,0,1,1,1,2,208,222,3.0,65.0,6655.0,768.0,1.06,9.37,1
37,52,1,1,0,0,2,374,135,71.0,26.0,680.0,1425.0,2.08,1.73,1
37,44,0,1,0,7,1,359,102,44.0,13.0,1514.0,2940.0,2.16,1.68,0
10,119,1,0,2,1,2,766,540,72.0,59.0,730.0,816.0,1.38,2.99,1
48,85,3,1,0,0,1,599,320,112.0,51.0,525.0,878.0,3.15,1.36,1
55,94,0,0,2,1,1,552,493,66.0,113.0,990.0,706.0,2.35,1.58,0
56,79,3,1,2,1,1,593,524,12.0,114.0,3270.0,529.0,1.42,2.86,0
59,27,3,1,2,0,1,331,134,38.0,31.0,1175.0,1279.0,2.37,1.58,0
37,136,1,1,0,0,2,553,112,85.0,124.0,568.0,457.0,1.76,2.02,1
61,19,1,1,0,0,1,96,64,78.0,50.0,805.0,1071.0,2.44,1.57,0
44,73,0,0,2,1,2,332,47,18.0,95.0,1620.0,561.0,1.26,3.7,1
56,113,3,1,2,7,2,165,493,1.0,4.0,13205.0,5695.0,1.28,3.66,1
68,47,2,1,0,1,4,475,472,95.0,16.0,570.0,2365.0,7.01,1.1,0
45,132,2,1,1,6,3,4,443,3.0,5.0,8130.0,6445.0,1.29,3.62,1
91,103,3,1,2,0,2,172,458,147.0,67.0,397.0,790.0,2.58,1.49,1
93,35,0,1,0,0,1,15,437,79.0,60.0,712.0,910.0,1.95,1.84,0
0,104,0,1,1,0,1,250,142,33.0,129.0,1235.0,440.0,1.34,3.21,1
30,2,0,1,1,4,2,747,165,47.0,4.0,935.0,5805.0,7.04,1.1,0
11,88,0,1,0,1,1,108,131,82.0,77.0,888.0,933.0,1.54,2.44,0
56,113,3,1,2,1,1,250,15,20.0,88.0,1685.0,652.0,1.13,6.05,1
35,118,0,1,0,6,1,68,696,82.0,12.0,715.0,3615.0,2.2,1.66,1
30,39,0,1,1,1,1,222,475,14.0,94.0,2920.0,622.0,1.3,3.45,1
90,100,1,1,2,0,1,359,3,49.0,45.0,1043.0,1087.0,1.66,2.21,0
91,103,3,1,2,2,2,272,629,39.0,26.0,1110.0,1575.0,3.26,1.34,1
33,51,0,1,0,1,1,629,316,15.0,50.0,2671.0,997.0,1.47,2.65,0
45,132,2,1,1,0,4,112,697,75.0,12.0,713.0,2725.0,9.44,1.06,0
45,132,2,1,1,0,4,210,235,39.0,27.0,1005.0,1560.0,6.65,1.11,1
7,4,0,1,2,0,1,313,40,42.0,88.0,980.0,603.0,1.55,2.42,0
58,93,0,0,2,0,1,175,529,96.0,58.0,599.0,820.0,3.32,1.33,0
63,127,2,1,2,0,3,524,494,324.0,18.0,157.0,2255.0,2.9,1.42,0
56,113,3,1,2,3,2,374,379,51.0,26.0,890.0,1405.0,3.52,1.29,0
9,91,1,1,0,7,2,510,496,6.0,5.0,4490.0,5595.0,3.11,1.37,0
88,120,0,1,2,0,2,437,766,52.0,34.0,909.0,1302.0,1.96,1.83,1
45,75,4,0,2,6,2,165,510,2.0,5.0,10780.0,4705.0,1.23,4.2,1
64,57,0,1,1,1,1,498,78,53.0,210.0,915.0,292.0,1.3,3.47,0
75,0,1,0,2,0,1,163,651,13.0,48.0,2905.0,975.0,1.2,4.42,1
46,6,0,1,2,0,2,657,524,88.0,395.0,670.0,110.0,1.54,2.43,0
53,17,2,1,2,0,3,365,228,113.0,87.0,561.0,676.0,1.55,2.46,0
63,127,2,1,2,0,3,534,101,54.0,95.0,1243.0,819.0,1.14,5.77,0
46,80,0,1,2,7,1,498,513,134.0,30.0,576.0,1815.0,2.98,1.39,0
53,17,2,1,2,0,3,406,49,57.0,9.0,933.0,2630.0,5.67,1.14,0
6,18,0,1,2,1,2,660,313,290.0,19.0,162.0,1685.0,3.22,1.33,0
70,72,0,1,2,1,1,663,691,86.0,191.0,645.0,263.0,1.56,2.39,1
53,17,2,1,2,1,4,493,592,1.0,152.0,12560.0,383.0,1.01,19.84,1
56,113,3,1,2,2,2,324,63,36.0,7.0,1190.0,3810.0,4.15,1.23,0
12,31,1,1,2,0,1,47,540,17.0,22.0,1895.0,1655.0,1.61,2.3,1
5,44,0,0,2,0,1,348,101,81.0,54.0,686.0,980.0,1.99,1.8,0
89,123,0,0,2,0,1,599,264,104.0,97.0,506.0,554.0,1.92,1.86,1
53,17,2,1,2,0,3,139,134,118.0,172.0,591.0,389.0,1.71,2.14,0
30,39,0,1,1,0,1,458,719,58.0,36.0,875.0,1210.0,1.83,1.97,0
25,34,0,1,0,1,1,484,540,71.0,22.0,777.0,1665.0,2.52,1.52,1
67,15,1,0,2,0,1,501,632,152.0,146.0,364.0,370.0,1.62,2.27,1
63,87,0,0,2,6,1,187,336,62.0,54.0,845.0,921.0,1.81,1.98,1
9,23,1,1,0,0,1,125,496,62.0,644.0,880.0,50.0,4.19,1.22,0
68,47,2,1,0,1,3,370,432,88.0,105.0,716.0,610.0,2.73,1.46,0
57,83,3,1,0,0,1,202,307,171.0,16.0,416.0,2600.0,3.71,1.28,0
41,21,3,1,2,1,1,670,383,31.0,108.0,1535.0,555.0,2.0,1.81,1
61,19,0,1,0,0,1,187,305,509.0,63.0,72.0,780.0,3.1,1.36,0
59,103,3,1,2,4,1,443,677,9.0,4.0,2745.0,4755.0,1.67,2.23,1
59,103,3,1,2,1,2,63,747,6.0,79.0,5140.0,635.0,1.14,5.45,0
40,126,0,1,0,0,1,455,559,70.0,79.0,790.0,726.0,1.37,3.0,0
61,19,1,1,0,4,1,765,265,3.0,37.0,7595.0,1485.0,1.27,3.78,1
38,60,0,1,2,0,1,760,744,48.0,207.0,1105.0,282.0,1.18,4.81,1
68,47,2,1,0,1,4,77,677,470.0,7.0,78.0,4145.0,11.14,1.04,0
75,0,1,0,2,1,1,57,443,92.0,7.0,624.0,3780.0,3.47,1.3,1
56,113,3,1,2,1,2,587,765,30.0,129.0,1215.0,432.0,1.76,2.03,1
43,50,0,1,0,6,1,462,279,205.0,140.0,257.0,391.0,2.62,1.49,1
45,132,2,1,1,1,4,560,657,13.0,109.0,2130.0,513.0,1.18,4.94,1
53,17,2,1,2,1,4,232,260,37.0,107.0,1020.0,519.0,1.39,2.95,1
68,20,3,0,2,6,2,313,359,14.0,77.0,2505.0,681.0,1.34,3.3,0
63,127,2,1,2,1,3,426,443,51.0,5.0,1090.0,6275.0,7.13,1.1,0
45,132,2,1,1,1,3,379,419,60.0,77.0,1113.0,918.0,1.14,5.81,1
4,11,0,1,1,0,2,681,284,61.0,257.0,805.0,203.0,1.2,4.43,1
29,38,1,1,2,1,1,307,516,8.0,68.0,3395.0,834.0,1.15,5.18,1
3,10,0,0,2,1,1,632,331,61.0,139.0,900.0,425.0,2.01,1.78,1
36,58,1,1,1,0,1,336,426,47.0,58.0,1146.0,990.0,1.82,1.97,0
66,3,1,1,1,0,2,247,274,60.0,55.0,790.0,857.0,1.5,2.53,1
18,14,0,1,0,0,1,111,97,139.0,141.0,432.0,428.0,2.03,1.76,1
63,131,3,1,2,1,1,765,493,7.0,134.0,3630.0,412.0,1.44,2.78,0
43,50,0,1,0,4,1,432,356,97.0,131.0,816.0,633.0,1.39,2.95,1
0,104,0,1,1,0,1,355,678,76.0,37.0,799.0,1375.0,2.89,1.41,0
45,132,2,1,1,1,4,458,569,56.0,32.0,931.0,1430.0,6.72,1.11,0
18,14,0,1,0,1,1,432,216,61.0,40.0,1014.0,1324.0,1.51,2.54,0
48,85,3,1,0,1,2,510,250,5.0,21.0,5280.0,1705.0,1.15,5.33,1
17,63,0,1,0,6,1,68,164,55.0,33.0,927.0,1246.0,1.68,2.17,1
53,17,2,1,2,1,3,165,206,7.0,125.0,3900.0,481.0,1.02,16.15,1
63,127,2,1,2,0,4,437,235,59.0,30.0,815.0,1390.0,3.82,1.26,1
74,64,3,1,0,0,1,592,31,12.0,135.0,2414.0,426.0,1.19,4.63,1
43,50,0,1,0,1,2,652,410,62.0,36.0,785.0,1123.0,1.96,1.84,1
5,44,0,0,2,6,1,642,733,119.0,18.0,466.0,1670.0,2.88,1.41,0
15,26,0,1,2,4,2,170,379,169.0,21.0,315.0,2010.0,2.77,1.45,0
78,25,0,0,0,1,2,65,540,67.0,166.0,746.0,350.0,1.65,2.21,0
88,121,0,1,2,0,1,250,31,45.0,71.0,1261.0,868.0,1.67,2.18,1
57,83,3,1,0,1,1,513,568,10.0,37.0,3440.0,1221.0,1.63,2.26,0
57,83,3,1,0,0,2,618,684,41.0,43.0,982.0,950.0,1.17,4.82,1
45,132,2,1,1,0,4,53,332,58.0,23.0,853.0,1835.0,2.75,1.44,1
86,116,0,0,2,1,2,153,114,55.0,29.0,811.0,1390.0,4.52,1.19,0
68,20,3,0,2,0,1,121,307,24.0,37.0,1500.0,1198.0,1.55,2.47,1
74,64,3,1,0,0,1,442,724,72.0,130.0,871.0,455.0,1.23,4.13,0
29,38,1,1,2,0,1,568,114,47.0,53.0,1360.0,1120.0,3.34,1.32,0
5,44,0,0,2,0,1,316,272,97.0,48.0,588.0,1045.0,1.95,1.86,1
27,37,0,1,2,0,2,170,225,24.0,73.0,1420.0,675.0,1.44,2.68,1
10,119,1,0,2,0,1,574,25,162.0,19.0,391.0,1940.0,3.12,1.36,0
36,58,1,1,1,1,1,439,25,53.0,9.0,961.0,3895.0,4.62,1.19,0
68,47,2,1,0,0,4,338,185,87.0,96.0,624.0,565.0,2.62,1.49,1
41,21,3,1,2,2,1,307,679,12.0,49.0,3333.0,1312.0,1.57,2.41,1
74,64,3,1,0,4,1,534,307,12.0,31.0,3210.0,1665.0,1.4,3.02,1
0,104,0,1,1,1,1,382,307,195.0,32.0,279.0,1640.0,2.43,1.55,1
61,19,0,1,0,1,1,47,316,20.0,44.0,1788.0,1099.0,2.58,1.5,1
53,17,2,1,2,0,4,165,53,1.0,116.0,11405.0,487.0,1.01,21.16,1
93,35,0,1,0,1,2,540,53,72.0,81.0,780.0,725.0,1.66,2.21,1
51,55,0,1,0,1,2,21,15,221.0,355.0,246.0,126.0,3.11,1.37,0
33,51,0,1,0,0,1,276,490,50.0,58.0,1024.0,962.0,2.82,1.43,1
23,131,3,1,2,1,1,765,511,17.0,45.0,2310.0,980.0,1.16,5.22,1
68,20,3,0,2,0,1,121,142,28.0,45.0,1755.0,1255.0,1.53,2.48,1
56,113,3,1,2,1,2,511,648,58.0,17.0,814.0,2375.0,3.72,1.27,0
30,130,0,1,1,1,1,651,458,27.0,43.0,2042.0,1521.0,1.83,1.96,1
0,104,0,1,1,0,1,298,92,133.0,145.0,449.0,413.0,1.77,2.03,1
81,108,3,1,2,2,2,640,733,32.0,3.0,1315.0,5910.0,3.74,1.27,1
9,23,1,1,0,0,1,669,353,94.0,37.0,714.0,1215.0,3.34,1.32,1
33,51,0,1,0,1,1,163,316,20.0,91.0,2496.0,830.0,1.99,1.81,1
38,60,0,1,2,1,1,101,363,55.0,140.0,921.0,409.0,1.64,2.24,1
43,50,0,1,0,0,1,101,223,51.0,83.0,940.0,705.0,1.87,1.9,1
68,20,3,0,2,2,1,648,322,23.0,55.0,1760.0,923.0,1.36,3.19,1
61,19,0,1,0,0,1,708,227,89.0,280.0,670.0,202.0,1.28,3.62,1
7,4,0,1,2,1,1,651,455,54.0,41.0,1026.0,1245.0,2.4,1.56,0
82,109,0,1,2,1,2,129,380,83.0,107.0,639.0,508.0,1.76,2.06,0
95,42,1,0,2,0,1,569,449,22.0,426.0,1810.0,88.0,1.17,5.24,0
99,135,0,1,2,0,1,315,741,141.0,339.0,401.0,116.0,1.57,2.4,0
6,18,0,1,2,0,1,702,529,120.0,49.0,674.0,1385.0,2.32,1.6,0
74,64,3,1,0,0,1,524,733,17.0,361.0,2440.0,119.0,1.32,3.34,0
68,47,2,1,0,0,3,82,313,80.0,90.0,727.0,675.0,1.4,2.96,1
51,55,0,1,0,7,1,529,15,69.0,70.0,763.0,757.0,2.16,1.69,1
29,38,1,1,2,0,2,200,93,43.0,81.0,971.0,651.0,1.38,2.98,1
9,91,1,1,0,1,2,349,374,25.0,95.0,1395.0,568.0,1.39,2.92,1
82,109,0,1,2,1,2,185,381,40.0,118.0,1121.0,480.0,1.55,2.43,1
29,38,1,1,2,1,1,708,746,33.0,59.0,1160.0,806.0,1.82,1.97,1
56,79,3,1,2,1,1,422,631,62.0,39.0,826.0,989.0,2.22,1.65,1
56,79,3,1,2,1,1,453,177,54.0,7.0,1042.0,3800.0,3.66,1.28,1
2,7,0,1,2,1,1,632,516,48.0,71.0,961.0,780.0,1.71,2.13,0
29,38,1,1,2,0,2,165,580,1.0,41.0,16790.0,1035.0,1.02,15.98,1
7,4,0,1,2,0,1,102,453,184.0,49.0,317.0,1122.0,3.73,1.25,0
87,117,0,1,1,4,1,494,679,17.0,12.0,2095.0,2835.0,2.71,1.46,0
49,74,0,1,1,0,1,7,383,64.0,63.0,868.0,883.0,1.56,2.41,1
33,51,0,1,0,1,1,316,629,50.0,15.0,997.0,2671.0,2.65,1.47,1
29,38,1,1,2,6,1,592,765,6.0,16.0,3405.0,2320.0,2.15,1.69,1
37,52,1,1,0,0,2,475,766,123.0,141.0,481.0,398.0,1.92,1.85,1
95,42,1,0,2,1,2,765,640,5.0,74.0,4400.0,690.0,1.21,4.3,1
23,131,3,1,2,1,1,177,696,28.0,11.0,1511.0,3465.0,2.36,1.59,1
11,111,0,1,0,4,1,405,235,71.0,50.0,800.0,965.0,1.72,2.12,1
81,108,3,1,2,0,2,662,766,58.0,27.0,863.0,1652.0,2.26,1.64,1
71,98,1,1,1,0,1,728,4,86.0,2.0,703.0,8850.0,17.3,1.02,0
53,56,0,1,2,2,1,475,4,83.0,146.0,824.0,464.0,2.97,1.39,1
27,37,0,1,2,1,2,422,367,41.0,132.0,1043.0,417.0,1.6,2.28,1
26,36,0,0,2,1,1,679,439,14.0,59.0,2305.0,820.0,1.53,2.49,1
33,51,0,1,0,1,1,609,595,67.0,21.0,1018.0,2485.0,5.58,1.14,0
58,93,0,0,2,0,2,61,406,128.0,32.0,453.0,1330.0,1.99,1.79,0
59,27,3,1,2,0,1,379,29,37.0,32.0,1205.0,1263.0,1.18,4.84,1
45,75,4,0,2,7,1,165,765,1.0,5.0,8045.0,5085.0,1.15,5.69,0
23,131,3,1,2,1,2,235,350,13.0,79.0,2105.0,651.0,1.18,4.71,1
99,134,0,1,2,0,1,233,761,102.0,903.0,596.0,18.0,1.06,9.35,1
90,66,1,1,2,0,1,708,68,67.0,45.0,794.0,1165.0,3.69,1.27,0
68,20,3,0,2,1,1,746,25,74.0,8.0,712.0,3725.0,4.67,1.19,0
68,47,2,1,0,0,4,347,404,50.0,285.0,925.0,183.0,1.24,4.09,1
81,108,3,1,2,1,1,529,147,62.0,33.0,850.0,1238.0,2.32,1.62,0
5,44,0,0,2,0,1,235,733,82.0,193.0,630.0,277.0,2.51,1.52,1
85,115,0,0,2,1,2,63,77,5.0,63.0,5050.0,750.0,1.15,5.24,0
90,100,1,1,2,1,1,147,696,38.0,15.0,1208.0,1962.0,2.14,1.72,0
52,90,0,0,2,0,2,77,529,68.0,22.0,740.0,1616.0,2.47,1.53,0
74,64,3,1,0,1,1,96,631,49.0,35.0,880.0,1095.0,2.22,1.66,1
66,3,1,1,1,1,2,195,560,277.0,33.0,177.0,1180.0,4.87,1.17,0
31,82,0,1,0,0,2,338,647,93.0,123.0,650.0,450.0,1.38,3.06,1
16,124,0,1,0,1,1,3,217,139.0,276.0,459.0,207.0,2.21,1.66,0
87,78,0,1,1,6,2,152,349,223.0,26.0,230.0,1450.0,1.79,2.01,0
98,96,0,0,2,0,2,650,28,88.0,119.0,606.0,440.0,3.03,1.36,1
4,11,0,0,2,0,1,372,164,298.0,55.0,166.0,1068.0,2.6,1.49,1
41,21,3,1,2,0,1,426,432,54.0,41.0,1035.0,1295.0,1.48,2.64,1
48,85,3,1,0,1,2,406,437,12.0,27.0,2380.0,1352.0,2.08,1.72,0
51,55,0,1,0,6,2,153,473,47.0,123.0,920.0,478.0,1.25,3.88,1
56,79,3,1,2,0,1,306,53,45.0,141.0,1098.0,450.0,1.36,3.13,1
9,23,1,1,0,2,1,592,568,7.0,46.0,5955.0,1405.0,1.17,5.05,1
10,119,1,0,2,0,2,163,489,18.0,37.0,2035.0,1095.0,1.44,2.72,0
37,44,0,1,0,0,1,468,632,197.0,56.0,309.0,860.0,2.41,1.55,0
53,17,2,1,2,1,3,163,78,21.0,166.0,2260.0,400.0,1.2,4.5,1
40,126,0,1,0,4,2,719,324,31.0,29.0,1325.0,1380.0,1.37,3.05,0
56,113,3,1,2,1,2,129,337,84.0,41.0,661.0,1220.0,3.4,1.32,0
63,127,2,1,2,1,3,125,64,31.0,80.0,1418.0,697.0,1.54,2.5,1
74,64,3,1,0,1,2,510,163,24.0,4.0,1665.0,4870.0,1.66,2.22,1
37,52,1,1,0,4,1,677,592,4.0,78.0,4595.0,716.0,1.12,6.29,0
33,51,0,1,0,4,2,102,733,43.0,4.0,995.0,6110.0,3.82,1.26,0
41,21,3,1,2,1,2,163,765,26.0,58.0,1420.0,821.0,1.47,2.65,0
78,25,0,0,0,4,2,568,320,22.0,73.0,1850.0,728.0,1.63,2.29,0
63,127,2,1,2,0,4,175,274,99.0,506.0,549.0,68.0,1.28,3.68,1
55,94,0,0,2,1,1,236,64,81.0,61.0,712.0,886.0,2.87,1.41,0
81,108,3,1,2,1,2,493,324,2.0,24.0,9845.0,1645.0,1.09,7.45,1
53,17,2,1,2,0,4,621,662,106.0,57.0,520.0,801.0,2.63,1.47,1
25,34,0,1,0,0,1,153,135,74.0,48.0,746.0,1062.0,1.63,2.25,0
18,14,0,1,0,6,2,65,496,74.0,4.0,670.0,5425.0,7.78,1.08,0
97,133,0,1,2,1,2,286,640,56.0,39.0,955.0,1080.0,1.65,2.24,1
9,23,1,1,0,0,1,510,540,39.0,50.0,1543.0,1208.0,1.29,3.59,1
45,132,2,1,1,0,3,63,222,110.0,31.0,520.0,1320.0,2.9,1.42,0
56,113,3,1,2,0,2,458,102,69.0,53.0,736.0,879.0,2.02,1.77,1
84,112,0,0,2,1,1,424,458,151.0,55.0,477.0,1145.0,2.48,1.53,0
93,35,0,1,0,0,2,314,429,82.0,149.0,624.0,372.0,1.67,2.19,0
46,6,0,1,2,0,2,259,560,693.0,28.0,34.0,1500.0,13.03,1.03,0
20,55,0,1,0,1,2,232,527,24.0,313.0,1415.0,147.0,1.38,2.93,0
52,90,0,0,2,0,2,202,25,81.0,167.0,676.0,327.0,2.47,1.54,1
18,14,0,1,0,0,1,110,141,28.0,59.0,1670.0,945.0,1.34,3.18,1
43,50,0,1,0,6,1,595,577,14.0,91.0,3045.0,842.0,1.6,2.32,1
55,94,0,0,2,6,2,250,553,14.0,18.0,2345.0,1831.0,1.46,2.67,0
75,0,1,0,2,1,1,697,265,140.0,211.0,405.0,244.0,1.1,7.16,1
11,111,0,1,0,1,2,595,210,147.0,39.0,382.0,1095.0,2.33,1.6,1
48,85,3,1,0,0,1,354,568,72.0,105.0,787.0,590.0,1.64,2.24,1
81,108,3,1,2,2,1,337,216,9.0,12.0,2945.0,2280.0,1.43,2.8,0
81,108,3,1,2,1,2,437,640,38.0,14.0,1090.0,2020.0,2.8,1.42,0
86,116,0,0,2,0,2,318,292,141.0,85.0,384.0,636.0,1.73,2.09,1
29,38,1,1,2,6,2,49,322,23.0,117.0,1845.0,481.0,1.2,4.67,1
68,47,2,1,0,0,3,421,498,79.0,75.0,775.0,827.0,1.83,1.98,0
91,103,3,1,2,0,2,648,443,19.0,68.0,1850.0,822.0,2.48,1.54,0
86,89,0,0,2,4,1,661,163,317.0,10.0,162.0,3580.0,4.25,1.22,0
41,21,3,1,2,3,1,443,163,2.0,28.0,10575.0,1881.0,1.12,6.16,0
96,32,1,1,2,1,1,353,552,45.0,61.0,1413.0,1105.0,1.45,2.73,1
45,132,2,1,1,1,3,336,49,49.0,10.0,1309.0,3125.0,3.59,1.29,0
45,132,2,1,1,0,4,621,677,85.0,30.0,617.0,1235.0,2.45,1.54,0
0,125,0,1,1,0,2,449,148,109.0,158.0,480.0,334.0,1.79,1.99,1
63,127,2,1,2,1,3,498,467,84.0,138.0,893.0,579.0,1.29,3.58,0
75,0,1,0,2,4,1,223,592,38.0,7.0,1357.0,4565.0,4.08,1.24,0
9,92,1,1,0,0,2,347,153,140.0,76.0,396.0,710.0,1.64,2.26,1
63,127,2,1,2,0,3,350,316,203.0,144.0,239.0,376.0,1.89,1.92,1
45,132,2,1,1,1,3,200,383,26.0,42.0,2151.0,1540.0,1.09,7.28,1
68,47,2,1,0,0,3,180,746,72.0,95.0,848.0,672.0,3.42,1.32,0
97,133,0,1,2,1,1,177,216,55.0,61.0,834.0,772.0,1.49,2.59,1
95,42,1,0,2,4,1,443,10,6.0,111.0,5890.0,600.0,1.23,4.17,0
10,119,1,0,2,4,2,332,235,23.0,11.0,1485.0,2580.0,2.32,1.59,0
90,100,1,1,2,0,1,102,250,39.0,15.0,1192.0,2055.0,2.29,1.62,0
53,17,2,1,2,0,3,577,551,48.0,59.0,1178.0,1010.0,1.7,2.16,1
68,47,2,1,0,0,3,592,560,12.0,48.0,2614.0,1055.0,1.05,11.62,1
9,23,1,1,0,2,1,629,25,14.0,20.0,2820.0,2373.0,1.96,1.85,0
2,9,0,1,2,0,1,490,458,72.0,80.0,868.0,820.0,2.14,1.71,1
4,11,0,0,2,1,1,264,662,250.0,37.0,220.0,1450.0,4.54,1.2,0
45,132,2,1,1,3,4,49,208,22.0,2.0,1545.0,9665.0,11.45,1.04,0
63,127,2,1,2,2,3,595,628,8.0,72.0,3855.0,754.0,1.39,3.0,1
59,103,3,1,2,1,2,313,552,12.0,45.0,2180.0,950.0,1.86,1.91,1
45,132,2,1,1,1,4,677,720,8.0,64.0,3175.0,780.0,1.12,6.08,0
47,71,0,1,0,4,1,268,593,158.0,40.0,392.0,1089.0,5.58,1.14,0
96,32,1,1,2,0,1,3,161,152.0,62.0,411.0,827.0,1.49,2.6,1
30,39,0,1,1,4,1,511,727,102.0,81.0,603.0,714.0,2.0,1.78,0
43,50,0,1,0,0,1,354,68,62.0,50.0,814.0,965.0,3.69,1.27,0
5,44,0,0,2,1,1,640,697,47.0,36.0,1035.0,1230.0,3.43,1.31,1
9,91,1,1,0,0,2,225,5,54.0,66.0,878.0,759.0,3.23,1.33,1
73,102,1,1,0,0,1,568,198,47.0,75.0,890.0,684.0,1.86,1.93,1
5,44,0,0,2,6,1,248,393,47.0,33.0,1165.0,1440.0,2.56,1.5,0
40,126,0,1,0,6,1,198,279,73.0,134.0,729.0,432.0,1.82,1.96,1
70,72,0,1,2,1,1,596,80,40.0,60.0,1011.0,781.0,1.62,2.27,0
53,17,2,1,2,0,3,677,25,92.0,30.0,654.0,1425.0,2.8,1.45,0
71,99,1,1,1,0,1,629,534,15.0,35.0,2473.0,1113.0,1.47,2.7,0
53,17,2,1,2,0,3,432,511,87.0,58.0,810.0,1062.0,3.0,1.38,1
45,132,2,1,1,0,4,529,184,46.0,473.0,960.0,79.0,1.15,5.47,1
68,47,2,1,0,1,4,49,247,13.0,315.0,2120.0,159.0,1.18,4.83,1
56,113,3,1,2,2,2,132,422,62.0,65.0,780.0,771.0,1.54,2.46,0
93,35,0,1,0,1,1,216,688,9.0,105.0,2785.0,543.0,1.39,2.97,0
46,6,0,1,2,0,1,348,222,123.0,28.0,456.0,1450.0,3.41,1.31,0
56,79,3,1,2,0,1,284,502,52.0,556.0,1175.0,57.0,1.21,4.35,1
21,28,0,1,2,0,1,484,486,122.0,573.0,499.0,63.0,1.05,10.14,1
43,50,0,1,0,0,1,153,405,79.0,62.0,711.0,832.0,2.15,1.68,1
