Location,Tournament,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,AvgW,AvgL,target
81,108,3,1,2,0,1,250,180,66.0,75.0,800.0,748.0,1.48,2.6,1
55,94,0,0,2,0,1,396,289,90.0,205.0,689.0,307.0,1.39,2.95,1
67,15,1,0,2,1,1,307,96,10.0,43.0,3175.0,1045.0,1.56,2.4,1
5,44,0,0,2,1,1,472,697,38.0,75.0,1160.0,740.0,1.57,2.44,1
74,64,3,1,0,0,2,165,170,18.0,54.0,1905.0,966.0,1.13,5.92,1
41,21,3,1,2,0,2,720,338,63.0,94.0,850.0,609.0,1.56,2.42,0
87,117,0,1,1,0,1,493,248,97.0,54.0,623.0,910.0,1.62,2.27,0
68,47,2,1,0,0,3,13,540,101.0,23.0,572.0,1460.0,4.34,1.22,0
25,34,0,1,0,0,1,669,719,198.0,49.0,252.0,1050.0,2.7,1.46,1
63,127,2,1,2,1,3,252,383,141.0,40.0,563.0,1565.0,2.12,1.73,1
42,65,0,1,0,1,2,322,121,78.0,4.0,718.0,4985.0,4.02,1.24,1
97,133,0,1,2,0,1,250,490,90.0,82.0,635.0,682.0,1.76,2.05,1
45,132,2,1,1,1,4,208,738,3.0,772.0,6425.0,26.0,1.01,17.83,1
61,19,0,1,0,6,1,593,526,70.0,62.0,859.0,893.0,1.31,3.45,1
68,47,2,1,0,6,4,697,733,15.0,9.0,2045.0,3845.0,2.84,1.43,0
73,102,1,1,0,7,2,618,719,23.0,40.0,1810.0,1260.0,1.73,2.11,1
45,132,2,1,1,1,4,93,493,97.0,1.0,585.0,9390.0,7.91,1.08,0
48,85,3,1,0,2,1,114,165,47.0,1.0,970.0,11160.0,7.82,1.09,0
63,131,3,1,2,1,1,132,250,33.0,10.0,1320.0,2555.0,2.55,1.51,0
59,27,3,1,2,2,1,642,102,12.0,23.0,2895.0,1555.0,1.52,2.55,0
49,74,0,1,1,0,1,284,484,51.0,85.0,1268.0,873.0,1.51,2.52,0
43,50,0,1,0,7,1,677,29,116.0,72.0,556.0,815.0,1.98,1.83,0
0,104,0,1,1,0,1,353,616,26.0,185.0,1620.0,335.0,1.25,3.93,1
41,21,3,1,2,1,1,139,147,76.0,10.0,773.0,3210.0,8.44,1.07,0
48,85,3,1,0,0,1,472,251,42.0,353.0,1255.0,141.0,1.61,2.35,1
68,20,3,0,2,1,1,696,222,7.0,33.0,3830.0,1315.0,1.29,3.63,1
56,113,3,1,2,0,1,222,427,56.0,101.0,890.0,594.0,1.55,2.46,0
27,37,0,1,2,0,1,702,439,96.0,159.0,604.0,327.0,2.35,1.58,0
63,127,2,1,2,0,3,551,661,41.0,128.0,1065.0,480.0,1.57,2.42,0
62,86,0,1,2,7,1,494,68,24.0,16.0,1516.0,2315.0,1.88,1.92,1
71,1,1,1,1,0,2,640,187,18.0,85.0,1855.0,676.0,1.21,4.24,0
53,17,2,1,2,0,3,3,511,124.0,119.0,587.0,610.0,2.0,1.81,1
70,72,0,1,2,0,1,460,299,148.0,126.0,357.0,415.0,1.66,2.19,1
78,25,0,0,0,1,1,568,25,86.0,60.0,650.0,834.0,2.23,1.66,0
30,39,0,1,1,0,1,498,123,54.0,159.0,957.0,361.0,1.1,6.66,1
11,111,0,1,0,4,2,595,235,147.0,29.0,382.0,1465.0,2.64,1.49,0
23,131,3,1,2,0,2,464,437,133.0,50.0,436.0,987.0,2.32,1.62,0
45,132,2,1,1,2,4,569,379,8.0,29.0,4440.0,1245.0,1.47,2.65,0
53,17,2,1,2,0,3,493,47,113.0,23.0,671.0,2051.0,1.5,2.6,1
68,20,3,0,2,0,2,170,720,37.0,39.0,1110.0,1092.0,3.15,1.34,1
59,103,3,1,2,0,2,210,187,33.0,43.0,1255.0,1023.0,2.4,1.57,1
96,32,1,1,2,2,2,313,552,18.0,49.0,1890.0,915.0,1.49,2.6,1
37,44,0,1,0,0,1,662,337,122.0,26.0,443.0,1440.0,2.04,1.76,0
60,69,0,0,2,6,1,331,337,22.0,31.0,2154.0,1718.0,2.01,1.8,1
48,85,3,1,0,0,1,347,121,61.0,11.0,848.0,2845.0,2.51,1.53,0
56,113,3,1,2,3,2,677,422,52.0,32.0,891.0,1193.0,2.11,1.71,1
86,89,0,0,2,0,1,745,320,252.0,34.0,219.0,1385.0,2.23,1.64,0
58,93,0,0,2,0,1,488,196,71.0,172.0,768.0,354.0,1.45,2.71,1
56,113,3,1,2,2,2,510,691,5.0,39.0,5460.0,1098.0,1.14,5.48,1
35,118,0,1,0,0,2,101,232,75.0,67.0,746.0,805.0,2.18,1.69,1
53,56,0,1,2,0,1,53,702,58.0,106.0,1055.0,701.0,1.33,3.29,1
63,127,2,1,2,0,3,248,679,56.0,26.0,826.0,1400.0,3.16,1.36,0
48,85,3,1,0,2,1,534,337,12.0,25.0,3160.0,1960.0,1.69,2.18,1
46,70,0,1,2,0,1,195,678,494.0,40.0,82.0,1071.0,5.63,1.14,0
51,55,0,1,0,4,2,568,132,24.0,79.0,1625.0,675.0,1.62,2.27,0
45,132,2,1,1,2,4,165,560,1.0,41.0,16950.0,1075.0,1.01,20.78,0
49,74,0,1,1,1,1,199,631,77.0,35.0,738.0,1094.0,2.2,1.66,1
18,14,0,1,0,1,2,568,53,20.0,51.0,1985.0,968.0,1.77,2.04,0
53,17,2,1,2,7,3,165,677,2.0,5.0,9720.0,5890.0,1.27,3.89,1
48,85,3,1,0,1,2,135,568,47.0,42.0,1060.0,1145.0,1.44,2.78,1
43,50,0,1,0,1,1,517,467,61.0,120.0,868.0,531.0,1.72,2.1,0
72,40,0,1,0,4,2,406,383,14.0,80.0,2220.0,651.0,1.39,2.91,1
63,87,0,0,2,0,2,195,439,131.0,146.0,444.0,392.0,2.24,1.65,1
10,119,1,0,2,0,1,595,49,8.0,45.0,3890.0,1146.0,1.47,2.65,0
76,105,0,1,2,0,1,534,353,60.0,42.0,1033.0,1459.0,2.63,1.48,0
11,111,0,1,0,1,2,765,471,123.0,27.0,439.0,1215.0,2.68,1.45,1
23,131,3,1,2,0,1,248,29,45.0,20.0,1160.0,2000.0,1.58,2.37,0
33,51,0,1,0,0,1,517,298,45.0,78.0,1010.0,723.0,1.26,3.84,1
30,130,0,1,1,1,1,142,552,35.0,66.0,1723.0,1033.0,1.82,1.97,0
72,40,0,1,0,0,2,197,58,86.0,108.0,642.0,521.0,1.66,2.2,1
37,44,0,1,0,0,1,153,760,48.0,161.0,1345.0,449.0,1.31,3.41,1
56,79,3,1,2,1,1,618,743,38.0,64.0,990.0,818.0,2.64,1.48,1
45,132,2,1,1,1,3,662,222,33.0,31.0,1265.0,1320.0,2.18,1.69,1
53,17,2,1,2,0,4,677,49,40.0,16.0,977.0,2110.0,2.75,1.43,0
97,133,0,1,2,6,1,596,316,76.0,63.0,948.0,1025.0,2.41,1.56,0
53,17,2,1,2,0,4,662,677,58.0,8.0,796.0,3415.0,3.51,1.29,0
17,63,0,1,0,4,1,135,68,73.0,55.0,757.0,927.0,2.32,1.6,0
21,28,0,1,2,4,2,663,383,43.0,84.0,1045.0,627.0,1.7,2.14,1
96,32,1,1,2,0,2,286,180,129.0,95.0,422.0,532.0,1.53,2.44,0
66,3,1,1,1,0,2,587,187,75.0,68.0,740.0,758.0,2.38,1.56,0
84,48,0,0,2,6,2,356,129,187.0,93.0,284.0,596.0,2.84,1.43,0
41,21,3,1,2,1,1,165,727,1.0,69.0,9675.0,801.0,1.01,16.81,1
0,104,0,1,1,7,1,64,160,63.0,55.0,931.0,1007.0,2.5,1.52,0
97,133,0,1,2,2,1,199,599,120.0,59.0,495.0,885.0,2.79,1.42,1
56,113,3,1,2,4,2,165,63,1.0,7.0,16540.0,3810.0,1.09,7.34,1
36,53,1,1,1,0,2,553,662,15.0,49.0,2570.0,883.0,1.62,2.28,1
57,83,3,1,0,1,1,383,250,48.0,21.0,950.0,1765.0,3.71,1.28,1
86,116,0,0,2,1,2,437,640,36.0,15.0,1115.0,2065.0,2.77,1.43,0
36,58,1,1,1,1,1,47,577,30.0,119.0,1820.0,677.0,2.13,1.7,1
68,47,2,1,0,7,3,496,165,2.0,1.0,9850.0,11260.0,1.68,2.24,1
12,31,1,1,2,0,2,322,313,90.0,17.0,605.0,2425.0,4.29,1.22,0
45,132,2,1,1,0,3,405,419,129.0,77.0,623.0,918.0,2.58,1.51,0
71,99,1,1,1,4,1,200,68,25.0,9.0,2106.0,4103.0,2.89,1.4,0
68,47,2,1,0,0,3,510,200,35.0,34.0,1345.0,1384.0,1.52,2.56,1
65,95,0,1,0,7,2,677,437,42.0,24.0,995.0,1487.0,1.74,2.07,1
45,132,2,1,1,2,4,324,163,29.0,37.0,1385.0,1150.0,2.15,1.69,1
40,126,0,1,0,1,2,406,381,24.0,114.0,1540.0,522.0,1.21,4.36,1
68,47,2,1,0,0,4,5,30,69.0,62.0,755.0,825.0,1.43,2.83,1
95,129,1,0,2,0,1,331,251,37.0,77.0,1213.0,741.0,1.81,1.98,0
74,64,3,1,0,0,1,96,599,76.0,77.0,820.0,816.0,1.89,1.94,1
54,77,0,0,2,1,2,140,185,55.0,86.0,822.0,637.0,1.56,2.39,0
0,104,0,1,1,1,1,439,132,68.0,15.0,765.0,2430.0,2.22,1.66,1
53,17,2,1,2,4,3,696,496,6.0,2.0,5965.0,9850.0,2.9,1.42,1
61,19,0,1,0,1,2,766,349,54.0,34.0,977.0,1320.0,4.26,1.22,0
91,103,3,1,2,0,2,187,618,16.0,12.0,1950.0,2470.0,1.37,3.12,0
16,124,0,1,0,0,1,629,484,121.0,92.0,510.0,652.0,1.97,1.81,0
45,132,2,1,1,4,3,540,49,26.0,22.0,1430.0,1600.0,4.96,1.18,0
45,132,2,1,1,1,4,15,587,37.0,41.0,1125.0,1067.0,3.22,1.33,1
68,47,2,1,0,0,3,99,534,108.0,14.0,584.0,2655.0,7.14,1.1,0
23,131,3,1,2,0,2,210,61,12.0,294.0,2695.0,169.0,1.27,3.54,0
33,51,0,1,0,1,1,82,517,41.0,128.0,1270.0,458.0,1.95,1.86,0
30,39,0,1,1,1,1,177,618,108.0,15.0,537.0,2325.0,1.44,2.74,1
97,133,0,1,2,0,2,311,347,83.0,36.0,618.0,1125.0,2.89,1.4,0
62,86,0,1,2,0,1,223,760,91.0,109.0,587.0,507.0,1.85,1.93,0
63,127,2,1,2,0,3,132,15,32.0,56.0,1355.0,942.0,1.11,6.57,1
68,47,2,1,0,0,4,3,40,97.0,197.0,634.0,303.0,2.06,1.77,1
95,42,1,0,2,0,1,59,677,134.0,7.0,434.0,3825.0,5.34,1.16,0
56,113,3,1,2,4,2,471,63,46.0,9.0,940.0,4510.0,5.05,1.16,0
23,131,3,1,2,0,2,663,648,46.0,16.0,980.0,2335.0,2.92,1.4,1
9,92,1,1,0,2,1,443,439,14.0,61.0,2505.0,871.0,1.17,4.93,1
45,132,2,1,1,0,4,153,216,38.0,35.0,1105.0,1170.0,3.23,1.34,0
63,131,3,1,2,0,1,383,102,23.0,25.0,1695.0,1500.0,3.06,1.37,0
2,7,0,1,2,0,1,198,616,39.0,173.0,1315.0,336.0,1.32,3.35,1
6,16,0,1,2,1,1,348,200,88.0,30.0,675.0,1321.0,1.89,1.91,1
53,17,2,1,2,0,4,422,266,48.0,67.0,880.0,747.0,1.5,2.54,0
5,44,0,0,2,7,1,213,96,38.0,36.0,1061.0,1129.0,1.75,2.08,0
63,131,3,1,2,0,1,223,254,84.0,109.0,692.0,522.0,1.3,3.54,1
53,17,2,1,2,1,3,110,484,29.0,62.0,1383.0,790.0,1.97,1.85,1
17,49,0,1,0,4,2,651,53,159.0,57.0,352.0,922.0,3.03,1.39,0
56,113,3,1,2,0,2,119,367,67.0,63.0,741.0,772.0,1.43,2.77,0
88,13,0,1,2,1,2,678,349,75.0,32.0,699.0,1325.0,2.5,1.52,0
78,25,0,0,0,1,2,102,246,67.0,99.0,734.0,582.0,1.46,2.67,1
45,132,2,1,1,2,4,318,529,141.0,46.0,400.0,960.0,1.76,2.07,0
57,83,3,1,0,1,1,110,68,33.0,22.0,1140.0,1742.0,2.02,1.79,0
28,97,0,1,2,1,1,488,708,170.0,34.0,345.0,1160.0,3.32,1.32,1
45,132,2,1,1,3,4,121,367,9.0,105.0,3540.0,496.0,1.16,5.09,1
53,84,0,1,2,1,1,240,223,78.0,55.0,840.0,1072.0,1.46,1.54,1
29,38,1,1,2,1,1,47,662,29.0,34.0,1440.0,1270.0,2.81,1.42,0
18,14,0,1,0,0,1,184,568,138.0,96.0,407.0,580.0,2.12,1.72,0
63,127,2,1,2,1,3,497,677,124.0,3.0,448.0,7135.0,12.42,1.04,0
93,35,0,1,0,1,1,108,494,151.0,31.0,362.0,1280.0,3.76,1.26,1
59,103,3,1,2,0,2,647,49,224.0,16.0,232.0,2335.0,6.21,1.13,0
21,28,0,1,2,6,1,279,628,95.0,67.0,594.0,795.0,3.27,1.33,0
48,85,3,1,0,2,1,443,111,10.0,126.0,3290.0,469.0,1.33,3.35,1
45,132,2,1,1,0,4,374,337,76.0,34.0,676.0,1176.0,2.68,1.47,0
43,50,0,1,0,6,2,677,349,21.0,39.0,1575.0,1025.0,2.28,1.62,0
45,132,2,1,1,1,3,670,125,19.0,48.0,1904.0,980.0,1.33,3.31,1
30,39,0,1,1,0,1,679,96,28.0,39.0,1439.0,1105.0,1.94,1.84,0
68,47,2,1,0,1,3,511,494,57.0,76.0,1142.0,950.0,2.68,1.47,0
61,19,0,1,0,1,2,662,417,62.0,119.0,855.0,458.0,1.55,2.46,1
27,37,0,1,2,0,2,367,152,65.0,1042.0,760.0,10.0,2.45,1.54,0
5,44,0,0,2,1,1,222,284,28.0,90.0,1670.0,748.0,1.49,2.63,0
41,21,3,1,2,1,1,432,513,49.0,12.0,1072.0,3305.0,4.6,1.2,0
81,108,3,1,2,0,2,102,640,35.0,32.0,1190.0,1315.0,1.83,1.94,0
75,0,1,0,2,1,2,765,640,70.0,15.0,733.0,2235.0,3.14,1.35,1
22,29,0,1,2,6,2,53,49,156.0,15.0,325.0,2110.0,3.94,1.24,1
63,127,2,1,2,0,4,53,592,48.0,53.0,958.0,890.0,1.66,2.21,0
74,64,3,1,0,1,1,534,331,16.0,86.0,2300.0,675.0,1.47,2.7,1
67,15,1,0,2,4,1,696,307,6.0,10.0,4810.0,3175.0,1.73,2.09,1
68,47,2,1,0,1,4,648,93,25.0,116.0,1505.0,520.0,1.21,4.26,1
28,97,0,1,2,0,2,210,424,7.0,94.0,4305.0,605.0,1.06,8.88,0
5,44,0,0,2,0,1,419,494,67.0,69.0,954.0,948.0,1.8,2.0,0
57,83,3,1,0,2,2,165,677,13.0,7.0,2310.0,3665.0,1.64,2.28,0
74,64,3,1,0,4,1,152,165,9.0,1.0,3145.0,12115.0,6.54,1.12,0
22,29,0,1,2,0,2,535,5,449.0,73.0,90.0,694.0,2.88,1.4,1
10,119,1,0,2,1,1,595,661,8.0,96.0,3705.0,637.0,1.44,2.76,0
45,132,2,1,1,0,3,623,320,73.0,53.0,745.0,920.0,1.97,1.84,1
59,27,3,1,2,1,1,350,307,81.0,6.0,697.0,4105.0,2.14,1.72,0
24,138,0,0,2,1,1,514,529,94.0,26.0,700.0,1738.0,1.58,2.35,1
68,47,2,1,0,1,3,142,707,34.0,82.0,1115.0,725.0,1.38,3.07,1
82,109,0,1,2,0,2,422,553,39.0,69.0,1050.0,715.0,1.43,2.76,1
53,17,2,1,2,1,3,569,733,17.0,59.0,1900.0,830.0,1.29,3.64,1
45,132,2,1,1,0,3,25,475,19.0,81.0,2468.0,891.0,1.08,8.31,1
37,52,1,1,0,1,1,359,347,58.0,62.0,928.0,881.0,1.45,2.74,1
97,133,0,1,2,1,1,363,393,275.0,35.0,211.0,1198.0,3.8,1.26,0
91,103,3,1,2,0,2,458,172,67.0,147.0,790.0,397.0,1.49,2.58,0
58,93,0,0,2,0,2,458,663,109.0,41.0,521.0,1235.0,1.53,2.49,1
63,127,2,1,2,2,3,200,121,23.0,17.0,1510.0,2175.0,2.38,1.59,0
56,113,3,1,2,4,2,648,496,17.0,7.0,2375.0,4145.0,3.01,1.38,0
43,50,0,1,0,0,1,626,514,117.0,166.0,543.0,361.0,1.56,2.39,1
18,14,0,1,0,7,1,320,161,21.0,87.0,1810.0,677.0,1.44,2.75,0
25,34,0,1,0,1,1,540,155,1018.0,138.0,10.0,411.0,2.76,1.44,0
45,132,2,1,1,0,3,765,101,4.0,64.0,6905.0,826.0,1.02,17.1,1
72,40,0,1,0,6,2,568,410,30.0,46.0,1355.0,972.0,1.59,2.33,0
74,64,3,1,0,2,1,494,498,9.0,29.0,3550.0,1675.0,1.17,5.15,1
77,30,0,0,0,0,1,703,383,122.0,75.0,456.0,693.0,3.13,1.35,0
53,17,2,1,2,1,3,119,292,25.0,55.0,1585.0,903.0,1.65,2.28,0
53,56,0,1,2,0,1,101,688,98.0,71.0,751.0,894.0,2.86,1.41,0
49,74,0,1,1,1,1,422,540,43.0,334.0,972.0,150.0,1.26,3.76,1
9,91,1,1,0,1,2,406,311,12.0,84.0,2380.0,611.0,1.28,3.58,1
41,21,3,1,2,4,1,4,110,3.0,26.0,7510.0,1775.0,1.07,9.06,1
0,125,0,1,1,4,2,210,489,14.0,44.0,2560.0,985.0,1.76,2.03,0
7,4,0,1,2,1,2,210,652,38.0,59.0,1270.0,850.0,1.73,2.09,1
31,43,0,1,0,6,1,276,595,80.0,5.0,691.0,5005.0,3.86,1.25,0
84,112,0,0,2,0,1,46,82,292.0,93.0,168.0,568.0,3.41,1.31,0
68,47,2,1,0,2,3,337,350,11.0,108.0,2945.0,587.0,1.26,3.89,1
36,58,1,1,1,0,1,379,7,65.0,66.0,893.0,868.0,1.16,5.03,1
57,83,3,1,0,1,2,529,640,90.0,13.0,587.0,2210.0,2.9,1.4,0
40,126,0,1,0,0,1,367,684,85.0,79.0,683.0,704.0,1.98,1.83,0
52,90,0,0,2,4,2,250,63,17.0,8.0,1970.0,3990.0,3.02,1.38,0
72,40,0,1,0,0,2,260,31,106.0,116.0,525.0,476.0,2.0,1.77,1
68,47,2,1,0,0,3,609,165,66.0,1.0,1033.0,11313.0,23.01,1.01,0
68,20,3,0,2,2,1,696,147,7.0,18.0,3830.0,1695.0,1.6,2.34,1
9,23,1,1,0,4,1,696,161,7.0,53.0,3995.0,958.0,1.14,5.57,1
15,26,0,1,2,0,1,331,365,35.0,102.0,1193.0,631.0,1.49,2.58,0
41,21,3,1,2,0,2,652,748,85.0,95.0,660.0,604.0,1.58,2.39,1
28,97,0,1,2,4,2,210,93,10.0,98.0,4045.0,549.0,1.11,6.27,1
63,87,0,0,2,0,2,688,114,132.0,95.0,444.0,580.0,2.28,1.63,0
48,85,3,1,0,2,1,142,765,29.0,2.0,1745.0,8085.0,3.35,1.33,0
9,23,1,1,0,2,1,22,693,40.0,197.0,1121.0,310.0,1.26,3.92,1
68,47,2,1,0,0,3,3,678,79.0,55.0,772.0,984.0,2.58,1.51,1
53,17,2,1,2,4,3,629,496,14.0,5.0,2593.0,4875.0,3.25,1.34,0
37,136,1,1,0,0,2,216,114,32.0,44.0,1115.0,950.0,1.52,2.48,1
63,127,2,1,2,3,3,552,147,94.0,28.0,642.0,1485.0,2.73,1.46,0
72,40,0,1,0,4,2,475,472,118.0,43.0,495.0,1130.0,4.34,1.22,1
45,132,2,1,1,1,4,77,216,154.0,16.0,370.0,2030.0,2.49,1.54,0
55,94,0,0,2,1,2,766,697,291.0,17.0,159.0,1740.0,7.45,1.08,0
87,78,0,1,1,0,2,579,684,139.0,48.0,400.0,945.0,5.3,1.15,0
64,57,0,1,1,0,1,252,363,131.0,195.0,594.0,356.0,1.57,2.36,1
97,133,0,1,2,1,2,222,719,54.0,47.0,829.0,985.0,2.28,1.6,0
28,97,0,1,2,0,2,235,197,31.0,83.0,1375.0,648.0,1.11,6.45,1
59,27,3,1,2,0,1,198,320,38.0,24.0,1255.0,1710.0,1.74,2.1,1
97,133,0,1,2,4,2,49,222,15.0,116.0,2425.0,484.0,1.31,3.4,1
55,94,0,0,2,4,2,420,250,40.0,14.0,1083.0,2345.0,2.67,1.46,0
59,103,3,1,2,2,2,510,250,4.0,14.0,6025.0,2045.0,1.27,3.71,1
68,47,2,1,0,3,3,4,631,2.0,13.0,8850.0,2980.0,1.04,11.11,1
56,113,3,1,2,2,2,569,114,6.0,38.0,5160.0,1135.0,1.12,6.07,1
53,17,2,1,2,0,3,367,599,108.0,97.0,522.0,563.0,3.19,1.36,1
42,65,0,1,0,1,2,623,164,48.0,110.0,1021.0,500.0,1.29,3.62,0
97,133,0,1,2,0,2,322,222,80.0,116.0,650.0,484.0,2.69,1.46,0
63,127,2,1,2,0,3,511,648,69.0,184.0,1000.0,393.0,1.75,2.09,0
43,50,0,1,0,1,1,198,13,34.0,240.0,1231.0,245.0,1.33,3.3,1
48,85,3,1,0,1,1,498,517,32.0,153.0,1605.0,378.0,1.64,2.29,1
47,71,0,1,0,1,2,513,427,102.0,69.0,599.0,821.0,2.92,1.41,1
85,115,0,0,2,1,1,223,132,66.0,15.0,885.0,2025.0,2.15,1.7,0
0,104,0,1,1,1,1,147,623,24.0,72.0,1410.0,750.0,1.55,2.43,1
33,51,0,1,0,4,2,232,210,55.0,12.0,865.0,2650.0,3.19,1.34,0
7,4,0,1,2,4,2,119,210,62.0,38.0,832.0,1270.0,1.73,2.1,0
68,47,2,1,0,1,3,511,559,33.0,68.0,1181.0,781.0,1.35,3.22,1
93,67,0,1,0,4,2,274,677,61.0,26.0,785.0,1235.0,2.93,1.39,0
53,76,0,1,2,4,1,496,265,6.0,65.0,4875.0,966.0,1.19,4.59,1
41,21,3,1,2,4,1,642,393,3.0,32.0,8270.0,1260.0,1.13,5.89,1
43,50,0,1,0,1,2,337,349,104.0,23.0,592.0,1600.0,5.46,1.14,1
90,66,1,1,2,0,1,307,760,11.0,57.0,2900.0,897.0,1.49,2.6,0
52,90,0,0,2,0,1,427,494,99.0,27.0,616.0,1480.0,2.42,1.54,0
74,64,3,1,0,6,1,618,629,15.0,14.0,2265.0,2345.0,1.63,2.28,1
68,47,2,1,0,0,3,350,568,86.0,44.0,718.0,1058.0,1.83,1.98,0
52,90,0,0,2,1,1,552,307,98.0,29.0,597.0,1433.0,2.25,1.63,1
6,18,0,1,2,0,2,215,621,101.0,135.0,591.0,402.0,2.47,1.52,0
11,111,0,1,0,1,1,155,405,94.0,71.0,610.0,800.0,2.26,1.63,0
56,113,3,1,2,0,2,272,663,44.0,43.0,1120.0,1160.0,1.83,1.97,1
46,6,0,1,2,1,1,3,139,41.0,118.0,1046.0,493.0,1.42,2.86,1
39,62,0,1,2,0,1,439,517,41.0,43.0,1055.0,1048.0,1.46,2.66,0
81,108,3,1,2,0,1,102,529,24.0,62.0,1750.0,850.0,2.21,1.68,0
95,42,1,0,2,0,1,540,53,20.0,72.0,1620.0,795.0,2.25,1.64,0
61,19,0,1,0,0,1,125,678,208.0,91.0,277.0,655.0,1.62,2.25,1
10,119,1,0,2,0,1,631,198,23.0,36.0,2010.0,1375.0,1.35,3.1,1
64,57,0,1,1,1,1,199,316,188.0,141.0,278.0,389.0,1.72,2.12,0
9,92,1,1,0,4,1,510,101,7.0,104.0,3690.0,578.0,1.27,3.76,1
90,100,1,1,2,0,2,472,663,8.0,92.0,3545.0,642.0,1.09,7.17,1
34,54,0,0,2,0,1,652,677,64.0,165.0,801.0,336.0,3.93,1.25,0
73,102,1,1,0,0,2,681,677,96.0,8.0,603.0,3375.0,3.7,1.27,0
48,85,3,1,0,0,2,349,203,24.0,118.0,1500.0,476.0,1.53,2.46,1
60,69,0,0,2,1,1,623,101,72.0,80.0,795.0,684.0,1.41,2.88,1
71,1,1,1,1,7,2,121,165,6.0,22.0,4860.0,1665.0,2.2,1.68,1
56,79,3,1,2,2,1,708,595,32.0,4.0,1170.0,5560.0,3.37,1.32,1
61,19,1,1,0,1,1,150,64,549.0,50.0,67.0,1071.0,5.94,1.13,0
11,111,0,1,0,1,2,380,135,100.0,29.0,534.0,1425.0,4.37,1.21,1
23,131,3,1,2,2,2,568,496,24.0,2.0,1735.0,7555.0,8.4,1.07,0
73,102,1,1,0,4,1,29,694,31.0,125.0,1510.0,480.0,1.33,3.25,1
31,81,0,1,0,0,2,21,132,168.0,40.0,330.0,1015.0,5.04,1.16,0
41,21,3,1,2,0,2,47,339,55.0,131.0,868.0,453.0,1.33,3.25,0
85,115,0,0,2,1,1,15,629,92.0,13.0,793.0,2903.0,6.87,1.1,0
77,30,0,0,0,1,1,101,279,74.0,153.0,695.0,386.0,2.46,1.54,0
74,64,3,1,0,1,1,336,595,58.0,7.0,850.0,4535.0,4.88,1.18,1
53,17,2,1,2,1,3,306,379,34.0,47.0,1671.0,1190.0,2.02,1.79,0
48,85,3,1,0,1,1,568,153,37.0,77.0,1610.0,944.0,2.31,1.61,0
68,47,2,1,0,0,4,420,152,116.0,6.0,465.0,4450.0,6.53,1.11,0
71,99,1,1,1,1,1,4,393,2.0,36.0,7175.0,1048.0,1.22,4.3,1
18,14,0,1,0,0,1,15,405,57.0,90.0,1079.0,832.0,1.86,1.94,1
86,116,0,0,2,0,1,15,419,63.0,124.0,955.0,455.0,1.57,2.42,0
72,40,0,1,0,0,2,383,710,80.0,145.0,651.0,357.0,1.33,3.19,1
63,127,2,1,2,1,3,250,422,78.0,42.0,725.0,1170.0,1.35,3.23,1
25,34,0,1,0,0,1,651,35,52.0,108.0,980.0,505.0,1.54,2.45,0
21,28,0,1,2,4,1,652,322,50.0,63.0,966.0,824.0,1.54,2.52,1
41,21,3,1,2,0,1,322,344,60.0,90.0,847.0,627.0,1.69,2.18,1
58,93,0,0,2,1,1,697,640,210.0,31.0,245.0,1280.0,1.55,2.46,1
27,37,0,1,2,4,1,564,307,293.0,35.0,171.0,1518.0,5.4,1.15,0
57,83,3,1,0,4,1,642,765,12.0,3.0,3054.0,7195.0,2.89,1.42,0
81,108,3,1,2,1,1,4,40,2.0,73.0,8715.0,753.0,1.03,11.99,1
40,126,0,1,0,1,2,753,648,66.0,16.0,798.0,2200.0,2.25,1.65,0
7,4,0,1,2,1,2,652,210,59.0,38.0,850.0,1270.0,2.09,1.73,0
45,75,4,0,2,5,2,733,493,4.0,2.0,6500.0,8470.0,2.27,1.64,1
36,58,1,1,1,0,1,250,443,39.0,1.0,1080.0,7950.0,4.25,1.21,0
53,17,2,1,2,2,4,472,579,25.0,225.0,1485.0,233.0,1.06,8.61,1
86,116,0,0,2,1,2,3,330,103.0,132.0,596.0,450.0,2.25,1.63,0
24,138,0,0,2,0,1,596,142,98.0,71.0,689.0,848.0,1.34,3.21,0
97,133,0,1,2,1,2,697,314,19.0,69.0,1655.0,716.0,1.26,3.76,1
29,38,1,1,2,0,1,760,485,49.0,29.0,1075.0,1580.0,2.07,1.74,0
74,64,3,1,0,0,2,529,684,21.0,22.0,1686.0,1625.0,1.27,3.71,1
15,26,0,1,2,1,2,379,186,21.0,76.0,2010.0,670.0,1.16,5.18,1
40,126,0,1,0,1,2,313,225,19.0,79.0,1720.0,632.0,1.28,3.54,0
40,126,0,1,0,4,2,406,648,40.0,16.0,1020.0,2405.0,3.13,1.36,0
15,26,0,1,2,6,2,163,208,11.0,2.0,3645.0,9625.0,3.68,1.27,0
17,63,0,1,0,0,1,307,35,52.0,246.0,937.0,184.0,1.34,3.25,0
74,64,3,1,0,2,1,4,164,3.0,64.0,7850.0,902.0,1.08,8.18,1
32,45,0,0,2,1,1,532,439,126.0,79.0,442.0,685.0,3.39,1.31,0
1,5,1,1,2,1,1,631,22,17.0,42.0,2055.0,1061.0,1.44,2.72,1
36,58,1,1,1,0,1,353,233,41.0,43.0,1073.0,1055.0,1.29,3.55,1
